Spiral Bands,Eye of the Typhoon,Cloud Density and Structure,Cloud Temperature (Infrared Imagery),Rainbands,Wind Field Patterns,Symmetry,Color Gradients (Visible and Enhanced Imagery),Brightness and Contrast (Lightning Activity),Surrounding Environmental Features,Label
0.7195616,0.8666666,0.8187779017857143,0.7195617,0.011609696,0.7676553624133285,0.08455507,0.0,0.2121359,0.65611941489055,1
0.5370612,0.37254903,0.5743383290816326,0.53706115,0.01152805,0.31172323603486796,0.08704419,0.0,0.17761338,0.6979061677885866,1
0.66371775,0.49411765,0.7565768494897959,0.66371775,0.010335619,0.9346180274639577,0.12571849,0.0,0.2282263,0.9082019037834607,1
0.54252595,0.39607844,0.6044323979591837,0.54252595,0.009637162,0.3859351333403138,0.12599695,0.0,0.24511611,0.8307369028170042,1
0.73892576,0.9098039,0.9103555484693877,0.7389258,0.010108367,0.45619320196405,0.10021821,0.0,0.18286614,0.44125607152305246,1
0.74572974,0.73333335,0.8797831632653061,0.74572974,0.0065513444,0.1817337439248028,0.07116924,0.0,0.18525115,0.8054211573632104,1
0.7528952,0.28627452,0.8417769451530612,0.7528951,0.008375902,0.6562600250977786,0.10954218,0.0,0.2098713,0.5247481440066333,1
0.8481272,0.7921569,0.9443359375,0.84812707,0.008866358,0.6214750958799052,0.08715384,0.0,0.1606844,0.38147439828774143,1
0.8047497,0.7411764,0.9538026147959183,0.80474967,0.0051816297,0.3434166048925401,0.043102555,0.0,0.16509892,0.215377240683299,1
0.79768735,0.29803923,0.8908641581632653,0.7976875,0.0080091925,0.6931310828925861,0.084716775,0.0,0.19861715,0.6083610644370211,1
0.8377169,0.96078426,0.921516262755102,0.83771694,0.010206765,0.09917247911739602,0.086483575,0.0,0.18569137,0.3199496985844994,1
0.8720721,0.91372555,0.9724370216836735,0.8720721,0.006757755,0.2403478794563252,0.061725155,0.0,0.12324379,0.41281282618165616,1
0.75355816,0.7764706,0.8974808673469388,0.7535581,0.007247613,0.006922553469250303,0.074264705,0.0,0.18238942,0.059815670039309654,1
0.72178847,0.8039215,0.8693399234693877,0.72178847,0.01052025,0.17617772786570562,0.09338595,0.0,0.17324445,0.39752962502885136,1
0.8000048,0.64705884,0.9029815051020408,0.8000047,0.009528472,0.06819033279925535,0.083771326,0.0,0.18134588,0.5292060942760765,1
0.6494179,0.16862746,0.7433235012755102,0.6494178,0.0084954025,0.5762282429962207,0.1480568,0.0,0.24380654,0.6732491616806507,1
0.6772454,0.60784316,0.8105668048469388,0.6772454,0.012906725,0.6713067798399198,0.12135486,0.0,0.20328046,0.22649372700086023,1
0.80795133,0.95686275,0.9279735331632653,0.80795133,0.009352803,0.9809549275419669,0.10688133,0.0,0.18384953,0.030259505184329516,1
0.6750885,0.8196079,0.7420280612244898,0.6750884,0.013301467,0.7536120205848729,0.16842656,0.0,0.22045344,0.06561321152893596,1
0.6695681,0.76862746,0.7915138711734694,0.669568,0.012130945,0.045668420394675446,0.10394448,0.0,0.1947683,0.48779158947297063,1
0.75927943,0.6,0.8776705994897959,0.75927943,0.010516889,0.8446255223720632,0.09289912,0.0,0.19634113,0.7880673427871101,1
0.62639105,0.8,0.7104791135204082,0.6263911,0.01417179,0.7330229087734853,0.12562323,0.0,0.21257897,0.7135603107255452,1
0.7782748,0.84313726,0.8522799744897959,0.7782747,0.009830806,0.6179354868143786,0.07951399,0.0,0.22193101,0.12755242125774624,1
0.6413849,0.5647059,0.7689532844387755,0.6413849,0.007908372,0.12231340202454632,0.09994584,0.0,0.20632192,0.6292305442768255,1
0.67269063,0.7254903,0.7632932079081632,0.67269063,0.0126077505,0.5726438042133186,0.11840689,0.0,0.21559952,0.04673425205925197,1
0.69335437,0.67058825,0.8074178890306123,0.6933544,0.0119452225,0.49722910882167026,0.13435218,0.0,0.21786827,0.15978429638506608,1
0.6692309,0.3764706,0.7960379464285714,0.6692309,0.008556026,0.07614931331531272,0.09260712,0.0,0.20603633,0.4853342544791617,1
0.62532765,0.8235294,0.7346141581632653,0.62532765,0.009259927,0.9465743879378538,0.13466558,0.0,0.2496006,0.24773712413756588,1
0.69576144,0.48235294,0.8093112244897959,0.69576144,0.010114462,0.3131488078560297,0.116977416,0.0,0.19915158,0.4479634384816935,1
0.8139829,0.9529412,0.9067681760204082,0.81398284,0.0075536724,0.6771977660470401,0.079796836,0.0,0.17832682,0.098456277829164,1
0.7975245,0.74509805,0.9235690369897959,0.7975246,0.009130188,0.42631790755610754,0.09541911,0.0,0.18060054,0.4896567849088015,1
0.7106415,0.85098046,0.8899673150510204,0.7106415,0.006538735,0.8764515971961134,0.07623846,0.0,0.1939403,0.655713914054449,1
0.8256508,0.6745098,0.8983976403061225,0.8256509,0.009808793,0.9409518235819395,0.11108701,0.0,0.20837848,0.5398994692066654,1
0.78306556,0.8,0.9300661670918368,0.78306556,0.0075607845,0.7154624942037396,0.06322873,0.0,0.1890189,0.8589003839164943,1
0.6533696,0.61960787,0.7224768813775511,0.6533696,0.01171135,0.6804231733255541,0.13556094,0.0,0.23686443,0.3220223001266054,1
0.61528647,0.7058824,0.7477080676020408,0.6152864,0.012364608,0.8411286216978486,0.121445455,0.0,0.1900892,0.8361420966086125,1
0.62299836,0.31764707,0.7075294961734694,0.62299824,0.0099382205,0.09225054110107078,0.1253789,0.0,0.22639623,0.12433495123139615,1
0.87443805,0.58431375,0.9843550701530612,0.8744382,0.0052622873,0.5291438819436142,0.059269093,0.0,0.13394149,0.027122356169103967,1
0.8184525,0.9450981,0.9203603316326531,0.81845236,0.009837268,0.13622110065928106,0.07465954,0.0,0.17300577,0.12992562888798564,1
0.661627,0.7490196,0.6987005739795918,0.66162705,0.011736986,0.9874051516429588,0.10054272,0.0,0.24317312,0.2859638628397123,1
0.70885587,0.79607844,0.8182397959183674,0.70885587,0.013129339,0.2404776829088926,0.12747832,0.0,0.213966,0.3726426728025083,1
0.73563284,0.4862745,0.8083944515306123,0.73563284,0.010924266,0.5523631097980122,0.12390877,0.0,0.22541551,0.21485636107784412,1
0.6642127,0.08627451,0.8120615433673469,0.66421264,0.011491471,0.5242060797571827,0.11676601,0.0,0.19008341,0.7371047062725242,1
0.6112492,0.5372549,0.7272201849489796,0.6112492,0.01123538,0.30286605684215884,0.11395778,0.0,0.23525086,0.4815868592227126,1
0.65213186,0.7176471,0.7433434311224489,0.6521319,0.011155346,0.16305602651291662,0.14844352,0.0,0.24400064,0.030181030066802506,1
0.70087415,0.13333334,0.8242386798469388,0.7008742,0.011543394,0.9252326334787213,0.111509986,0.0,0.1968801,0.3445032495164798,1
0.6663335,0.8117647,0.7277782206632653,0.66633356,0.006736367,0.8873658317770075,0.083716534,0.0,0.25560713,0.6893697200784072,1
0.7459513,0.6431373,0.9177495216836735,0.7459514,0.009881114,0.43464150490417186,0.09335014,0.0,0.16410172,0.09814802448391646,1
0.6948641,0.14117648,0.7759885204081632,0.69486403,0.011582367,0.7698335081926008,0.12502454,0.0,0.22469735,0.4801331953058252,1
0.7620418,0.7411764,0.9180285395408163,0.7620418,0.009406523,0.6091395907469801,0.10506991,0.0,0.1811302,0.5903999478856338,1
0.6423313,0.5294118,0.7624362244897959,0.64233124,0.007995229,0.4989998933526333,0.088671096,0.0,0.22240949,0.24693367148608392,1
0.720743,0.8666666,0.7759486607142857,0.720743,0.010328402,0.8495988319452821,0.12275801,0.0,0.2560709,0.36240411388081206,1
0.73910844,0.7372549,0.9015066964285714,0.73910856,0.010864528,0.1445910253665179,0.10851012,0.0,0.1824049,0.14526855200062394,1
0.71424526,0.62352943,0.8257533482142857,0.7142453,0.013259575,0.03959707352653252,0.12125708,0.0,0.21735637,0.6293364972586952,1
0.7982295,0.9254902,0.8942123724489796,0.7982295,0.01067328,0.25875986603418244,0.09987768,0.0,0.19048566,0.2807685743226044,1
0.79208964,0.8196079,0.9074457908163265,0.7920896,0.010748309,0.1655413707526716,0.10232271,0.0,0.18513672,0.13457769686433418,1
0.78961223,0.13333334,0.9055125956632653,0.7896122,0.0117582185,0.5246324469970975,0.11306882,0.0,0.19485411,0.10850474447427005,1
0.5731445,0.89803916,0.6856465242346939,0.5731445,0.006954005,0.5066547863298477,0.056794044,0.0,0.38995156,0.9358462577585576,1
0.6114225,0.83529407,0.741828762755102,0.61142254,0.004951537,0.6566567916272543,0.075543575,0.0,0.36816135,0.10506661687203034,1
0.0,0.0,0.0,0.0,0.0,0.9903007236327022,0.0,0.0,0.0,0.7906733113988175,1
0.0,0.0,0.0,0.0,0.0,0.3732565067156036,0.0,0.0,0.0,0.5297065463358174,1
0.0,0.0,0.0,0.0,0.0,0.967200001225711,0.0,0.0,0.0,0.6362830476693997,1
0.67263734,0.6156863,0.7715242346938775,0.67263734,0.010177195,0.044364834116090934,0.15033701,0.0,0.23092546,0.3371122845212624,1
0.7556453,0.8862745,0.854133450255102,0.75564533,0.008298971,0.8303956228965187,0.09244784,0.0,0.20605189,0.07082709176531676,1
0.61889094,0.3254902,0.6884765625,0.61889106,0.011075838,0.5950765758336023,0.09074692,0.0,0.23332964,0.2802232028189966,1
0.7683521,0.85882354,0.8678850446428571,0.76835215,0.008140938,0.054670064028543575,0.099576704,0.0,0.21745263,0.8139012036123293,1
0.65332353,0.76862746,0.7834821428571429,0.65332353,0.008783017,0.7650582814384091,0.09520855,0.0,0.2117568,0.9237102144855707,1
0.70358884,0.5176471,0.8101482780612245,0.7035889,0.012334987,0.3863237971660417,0.14519331,0.0,0.2203319,0.6030601235089704,1
0.818356,0.8156863,0.9573700573979592,0.818356,0.0068100677,0.651705532353228,0.07887139,0.0,0.15534861,0.2399033034769501,1
0.6743095,0.7647059,0.7387994260204082,0.67430955,0.009755151,0.12369003365020115,0.12655757,0.0,0.265077,0.5146887737146078,1
0.75907904,0.21568628,0.8542131696428571,0.759079,0.01303188,0.5594900852439376,0.09599723,0.0,0.21571201,0.46779488474325925,1
0.7259794,0.60784316,0.8094308035714286,0.72597945,0.0077412217,0.13214821096593798,0.11165637,0.0,0.21780846,0.026320337816448713,1
0.7172254,0.2784314,0.7764469068877551,0.7172253,0.008705409,0.9821890129397038,0.13790376,0.0,0.23168746,0.7777043566076188,1
0.7385144,0.85098046,0.8535355548469388,0.73851436,0.007558022,0.3671292822474438,0.090439536,0.0,0.17689733,0.9849103115287703,1
0.5951107,0.7372549,0.6349449936224489,0.59511065,0.010334889,0.5974412623778466,0.15910865,0.0,0.23486793,0.16129855829584738,1
0.77433705,0.79607844,0.8488719706632653,0.7743371,0.012040935,0.4021628251509366,0.13752016,0.0,0.22236505,0.34258466542593713,1
0.7026797,0.21176471,0.8063018176020408,0.70267963,0.01125734,0.002231697100827379,0.13093753,0.0,0.21450388,0.6508292319587579,1
0.58847463,0.6941177,0.6188815369897959,0.5884745,0.0110880025,0.34470896699052234,0.13518922,0.0,0.23214538,0.7209216792502275,1
0.6917392,0.8156863,0.8042889030612245,0.69173926,0.006670324,0.5695569866672592,0.07581157,0.0,0.19591013,0.19426941016170673,1
0.7831878,0.3882353,0.8976403061224489,0.7831878,0.009624006,0.46985604611350884,0.09828532,0.0,0.19501711,0.14653912133491465,1
0.7985463,0.6431373,0.9445551658163265,0.7985463,0.009012641,0.8842433847494507,0.0760565,0.0,0.15749036,0.43067518515855907,1
0.7845294,0.20784314,0.9216159119897959,0.7845294,0.009545459,0.8625422223812577,0.07203334,0.0,0.16578676,0.6724739977611363,1
0.87115836,0.8627451,0.9697464923469388,0.8711582,0.005762383,0.516641740188537,0.04272146,0.0,0.13067397,0.7301688426670565,1
0.7766187,0.9411765,0.8537547831632653,0.7766187,0.007510114,0.08543816329115794,0.11606962,0.0,0.20310114,0.5955698744239153,1
0.7126289,0.64705884,0.7782605229591837,0.7126288,0.010404656,0.6089108982627149,0.13843608,0.0,0.23149562,0.7678651763496367,1
0.72679746,0.5764706,0.883430325255102,0.72679746,0.011829341,0.16753545084013677,0.10246123,0.0,0.18055029,0.8502046635385379,1
0.7454505,0.8627451,0.8423549107142857,0.74545056,0.007957115,0.9956198035436326,0.07959535,0.0,0.21200222,0.8038262791193085,1
0.6834762,0.34117648,0.7940848214285714,0.68347627,0.010617424,0.7667933497283544,0.12022668,0.0,0.21960749,0.988225621217152,1
0.7692622,0.7568628,0.8765146683673469,0.76926225,0.00992087,0.8799903354257096,0.12688154,0.0,0.19318105,0.19058345536337817,1
0.6181827,0.5176471,0.6954320790816326,0.61818284,0.013920412,0.498981278342169,0.1363283,0.0,0.20146202,0.5708109053877161,1
0.578143,0.61960787,0.7153619260204082,0.578143,0.008713068,0.6115836218881107,0.06992688,0.0,0.16977851,0.0022160473676305914,1
0.71444905,0.69803923,0.8223254145408163,0.7144491,0.010004028,0.8905874482376316,0.100037046,0.0,0.21094283,0.9596069759318632,1
0.68314004,0.43137255,0.7492825255102041,0.68314004,0.012068915,0.27311026107256553,0.11436387,0.0,0.22771788,0.5134427039489862,1
0.59343433,0.7254903,0.6544961734693877,0.59343433,0.010608228,0.6227043971686782,0.12572694,0.0,0.23271671,0.5428533611778873,1
0.68893033,0.32941177,0.7744339923469388,0.6889304,0.011094776,0.8874591828777842,0.122562446,0.0,0.24327679,0.8504798739682687,1
0.86905646,0.7254903,0.9610969387755102,0.8690565,0.00524267,0.19586726241571772,0.05502021,0.0,0.14086308,0.17528004129789143,1
0.821303,0.8745098,0.9470663265306123,0.8213031,0.006354051,0.11610390308540719,0.06839048,0.0,0.1468874,0.3167934243192191,1
0.6484662,0.58431375,0.7563974808673469,0.6484662,0.011149017,0.6522919489823268,0.10728939,0.0,0.22280191,0.489516101588675,1
0.7344343,0.05882353,0.8141541772959183,0.73443437,0.0077477605,0.8455231709765461,0.11219026,0.0,0.22435641,0.7685937727534999,1
0.6909975,0.38431373,0.7777224170918368,0.6909976,0.011805712,0.19370911824444925,0.14021,0.0,0.23005007,0.4527258524645643,1
0.74613243,0.9098039,0.8537946428571429,0.74613243,0.0144697195,0.5475579643791838,0.09594392,0.0,0.20476952,0.5908614859927257,1
0.8089957,0.54901963,0.9409877232142857,0.80899554,0.007954613,0.19213266982570565,0.09001523,0.0,0.16638458,0.9466718902291772,1
0.6908732,0.48235294,0.8396045918367347,0.69087315,0.013952612,0.99116304344818,0.10653222,0.0,0.1929215,0.6650327431203601,1
0.77473736,0.8666666,0.9201012436224489,0.7747373,0.009674026,0.3202509894932921,0.068661764,0.0,0.17043583,0.6372979058869811,1
0.7163715,0.7137255,0.7969547193877551,0.7163714,0.011783255,0.7418615504513588,0.15203197,0.0,0.22236285,0.7052599565735816,1
0.75797194,0.8392157,0.9044563137755102,0.757972,0.009526128,0.23566772178858741,0.12806591,0.0,0.1900511,0.23191063064261808,1
0.80700624,0.43529412,0.8674864477040817,0.80700624,0.010729578,0.7534919294159137,0.07757478,0.0,0.22186694,0.9345373626989896,1
0.829169,0.9529412,0.9412268813775511,0.82916903,0.010704229,0.2709392689848459,0.07485525,0.0,0.16849227,0.4787279378093833,1
0.77039826,0.9019608,0.8846261160714286,0.77039826,0.0127167525,0.5061471599735804,0.121583864,0.0,0.19272378,0.09053895519070543,1
0.8894728,0.97647065,0.9918088329081632,0.8894729,0.005689698,0.8370534695922922,0.03393638,0.0,0.086715356,0.7472511995253104,1
0.8068146,0.89411765,0.9172911352040817,0.8068146,0.0094288755,0.40270562785347086,0.08096793,0.0,0.17693329,0.4249924275371787,1
0.8224391,0.9294117,0.9676538584183674,0.8224391,0.010725566,0.18620395748004082,0.08046328,0.0,0.14537078,0.9728672619168717,1
0.7916003,0.44313726,0.9157166772959183,0.79160035,0.00793807,0.5933940800894811,0.06460099,0.0,0.15706909,0.17189224780830437,1
0.6601838,0.62352943,0.7796954719387755,0.66018385,0.007878204,0.5629844893150167,0.09450694,0.0,0.19612779,0.015983871282367,1
0.67871517,0.17254902,0.7299107142857143,0.6787151,0.011699472,0.612588593531569,0.15078929,0.0,0.2238738,0.1914559590379249,1
0.67277807,0.7294118,0.7300701530612245,0.6727781,0.011729275,0.1649712827452262,0.14522082,0.0,0.24111234,0.2639461299877264,1
0.48094472,0.5411765,0.5593909438775511,0.48094472,0.008015315,0.5933694844823668,0.08452568,0.0,0.15712757,0.23134009230834007,1
0.70604086,0.7058824,0.8555086096938775,0.70604086,0.010892689,0.3885149012504774,0.11522389,0.0,0.19485667,0.20118599282369687,1
0.70601875,0.09411765,0.8116230867346939,0.70601875,0.011808578,0.8372871022195931,0.13177465,0.0,0.21548311,0.7165236415027949,1
0.6501729,0.1764706,0.6981823979591837,0.6501729,0.014303717,0.5252244206350083,0.15036015,0.0,0.24735186,0.8867664562055785,1
0.88670456,0.9294117,0.9839166135204082,0.8867045,0.005830509,0.6852135001355357,0.039760903,0.0,0.10834092,0.19378632984813138,1
0.6183887,0.78823537,0.6789899553571429,0.6183887,0.015446361,0.6406872841381318,0.1333445,0.0,0.22842835,0.1007666896349062,1
0.71116185,0.85098046,0.8500279017857143,0.7111618,0.010700661,0.9833325469257113,0.07792446,0.0,0.1930674,0.8454352025995039,1
0.6537341,0.49411765,0.7929488201530612,0.6537341,0.0103837885,0.9439476730771278,0.080645144,0.0,0.18211408,0.5276682993439175,1
0.6364964,0.67058825,0.754264987244898,0.6364964,0.014100145,0.808827624478321,0.114958405,0.0,0.20436734,0.5357230117583188,1
0.7685359,0.8235294,0.9029416454081632,0.768536,0.006280611,0.980622443636664,0.08686983,0.0,0.1996742,0.9756141720149524,1
0.6404014,0.72156864,0.7819674744897959,0.6404014,0.012016292,0.0014385048238492182,0.10019656,0.0,0.18681927,0.016119593466613735,1
0.66232944,0.4509804,0.7083067602040817,0.66232944,0.009175128,0.7133790168051365,0.0942105,0.0,0.24337459,0.9451052432804827,1
0.5914219,0.5411765,0.6601163903061225,0.5914219,0.011705906,0.15321121210459732,0.11654803,0.0,0.18551789,0.20499903492611116,1
0.7093102,0.4862745,0.8393853635204082,0.7093102,0.012451647,0.6518632341841002,0.101126544,0.0,0.20077598,0.31868557927870445,1
0.7897769,0.8156863,0.9428013392857143,0.7897769,0.008102538,0.887108278750731,0.077168755,0.0,0.15490897,0.3123289583390496,1
0.8070916,0.85882354,0.9595025510204082,0.8070917,0.004792438,0.9435796851827359,0.05377096,0.0,0.15286931,0.6908490361040598,1
0.67080486,0.6117647,0.7973732461734694,0.670805,0.014271334,0.0009622360678116504,0.12021824,0.0,0.2028184,0.9047770468459347,1
0.6847728,0.84705883,0.7924306441326531,0.68477273,0.014492645,0.9789662236931915,0.10242401,0.0,0.21849875,0.14300125739033775,1
0.76617354,0.87058824,0.8920599489795918,0.7661736,0.010222578,0.28367417545472395,0.07006012,0.0,0.17754696,0.5250865566475589,1
0.8624751,0.93333334,0.9897161989795918,0.8624749,0.006155483,0.5867117449648204,0.05483685,0.0,0.115725964,0.4519802317652166,1
0.772079,0.7411764,0.8953284438775511,0.772079,0.0072175744,0.15331163883259413,0.062478583,0.0,0.17508754,0.37944681171420624,1
0.82738996,0.882353,0.9548190369897959,0.82738996,0.007982256,0.9813833681811078,0.06851263,0.0,0.15493734,0.0847826261187119,1
0.86938125,0.9019608,0.956413424744898,0.86938125,0.0054566357,0.44871636359194333,0.052935787,0.0,0.14845604,0.4203547751457678,1
0.8611855,0.93333334,0.9799705038265306,0.86118543,0.0042178584,0.7257079673875653,0.03453311,0.0,0.1402469,0.05440455405135525,1
0.76467574,0.8901961,0.8846659757653061,0.7646758,0.011699107,0.758683298055226,0.08358898,0.0,0.18267958,0.7660915499197676,1
0.9127022,0.9294117,0.9799306441326531,0.9127022,0.0042152014,0.5848195826817765,0.037184794,0.0,0.11238179,0.4746979795007753,1
0.67504305,0.27058825,0.8329480229591837,0.6750431,0.013416903,0.3361601221840532,0.09687805,0.0,0.18586351,0.9213437651635996,1
0.68617827,0.7411764,0.7555803571428571,0.6861782,0.013115403,0.9020429522716711,0.12651107,0.0,0.2383373,0.23491732725657943,1
0.65262216,0.7411764,0.7372648278061225,0.6526222,0.013078591,0.31089845186942466,0.15711644,0.0,0.21973197,0.919785000982132,1
0.6785983,0.827451,0.7850167410714286,0.67859834,0.012570445,0.7202658901166488,0.14639826,0.0,0.2098122,0.6646300018816585,1
0.6416007,0.76862746,0.7411910076530612,0.6416007,0.01135535,0.14248984121715236,0.10749909,0.0,0.21520592,0.3942959445236519,1
0.7843546,0.92156863,0.9076251594387755,0.78435457,0.008061402,0.011940508687361628,0.095991835,0.0,0.18009073,0.03669177574597393,1
0.5343367,0.41568628,0.5271245216836735,0.53433675,0.0151118,0.10408416436150725,0.13094285,0.0,0.22926195,0.840369807851387,1
0.6694582,0.25490198,0.7589086415816326,0.66945827,0.010068116,0.14315573343536692,0.12758109,0.0,0.21235123,0.3483420815324224,1
0.6059076,0.23921569,0.6524433992346939,0.6059077,0.011131432,0.9413132790431412,0.116184056,0.0,0.23967884,0.5297746003852991,1
0.7247887,0.8117647,0.9001913265306123,0.72478867,0.0075245984,0.4544022466791553,0.06243052,0.0,0.1539007,0.6356594446222414,1
0.59826654,0.80784315,0.6379942602040817,0.5982665,0.009533135,0.873315968367314,0.12623158,0.0,0.2568018,0.11218948375064575,1
0.7685046,0.50980395,0.8760164221938775,0.7685047,0.009760752,0.08312905448040597,0.10880095,0.0,0.18900952,0.14932690010287497,1
0.7028096,0.6117647,0.7664620535714286,0.7028094,0.009913079,0.546149465364645,0.07920004,0.0,0.21773131,0.86453425018142,1
0.6533935,0.41568628,0.7755500637755102,0.65339345,0.00781982,0.76194398807591,0.087485075,0.0,0.20879301,0.37152872416183325,1
